hostname,pop,area,kota,kecamatan,kelurahan,up3,ulp,asal_olt,jenis_olt,brand_olt,type,kapasitas,port_idle,homepass,home_connected,utilitas,instalation_olt,jumlah_port_olt,nms_olt,l3_switch,status_olt,aging,kategori_cluster,kategori_aging,kategori_tur,idle_hp,jumlah_port_terpakai,koordinat
JABAR-MINI.POP.KARANGNUNGGAL-HUAWEI.MA5801-OLT-01,TK2_RJBB_KAB. TASIKMALAYA_KARANGNUNGGAL,TASIKMALAYA,KAB. TASIKMALAYA,KEC. KARANGNUNGGAL,KARANGNUNGGAL,UP3 TASIKMALAYA,ULP KARANGNUNGGAL,TK 2,INDOOR,HUAWEI,MINI,512,0,544,240,44.12%,28 Dec 2021,16,,,ON AIR,737,EXISTING CLUSTER,>2 TAHUN,TUR <50%,304,16,"-7.632059, 108.13306"
JABAR-PANGALENGAN-RC-OLT-01,SI_RJBB_BANDUNG_PANGALENGAN,BANDUNG,KAB. BANDUNG,KEC. PANGALENGAN,PANGALENGAN,UP3 MAJALAYA,ULP BANJARAN,SI,INDOOR,RAISECOM,MIKRO,256,0,448,424,94.64%,5 Apr 2022,8,,,ON AIR,639,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,24,8,"-7.17653, 107.569014"
JABAR-MINI.POP.CIKEMBAR-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUKABUMI_CIKEMBAR,BANDUNG,KAB. SUKABUMI,KEC. CIKEMBAR,DAMARRAJA,UP3 SUKABUMI,ULP CIKEMBAR,TK 2,INDOOR,HUAWEI,MINI,512,0,680,512,75.29%,11 Jan 2022,16,,,ON AIR,723,EXISTING CLUSTER,>2 TAHUN,TUR>50%,168,16,"-6.9626003, 106.7199639"
JABAR-MINI.POP.CILIMUS-HW.MA5801-OLT-01,TK2_RJBB_KAB. KUNINGAN_CILIMUS,CIREBON,KAB. KUNINGAN,KEC. CILIMUS,BOJONG,UP3 CIREBON,ULP CILIMUS,TK 2,INDOOR,HUAWEI,MINI,512,0,784,614,78.32%,28 Dec 2021,16,,,ON AIR,737,EXISTING CLUSTER,>2 TAHUN,TUR>50%,170,16,"-6.8789, 108.49561"
JABAR-MINI.POP.PERUM.BUNKA-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUBANG_PERUMAHAN BUNKA,BANDUNG,KAB. SUBANG,KEC. CIBOGO,CIGADUNG,UP3 PURWAKARTA,ULP SUBANG,TK 2,INDOOR,HUAWEI,MINI,512,0,536,291,54.29%,11 Jan 2022,16,,,ON AIR,723,EXISTING CLUSTER,>2 TAHUN,TUR>50%,245,16,"-6.566061, 107.74825"
JABAR-MINI.POP.CIKANDANG-HW.MA5801-OLT-01,TK2_RJBB_KAB. GARUT_CIKANDANG,TASIKMALAYA,KAB. GARUT,KEC. CIKAJANG,CIKANDANG,UP3 GARUT,ULP CIKAJANG,TK 2,INDOOR,HUAWEI,MINI,512,0,536,268,50.00%,4 Jan 2022,16,,,ON AIR,730,EXISTING CLUSTER,>2 TAHUN,TUR <50%,268,16,"-7.370475, 107.754574"
JABAR-MINI.POP.PERUM.CIBUNAR-HW.MA5801-OLT-01,TK2_RJBB_KAB. GARUT_CIBUNAR,TASIKMALAYA,KAB. GARUT,KEC. TAROGONG KIDUL,SUKABAKTI,UP3 GARUT,ULP GARUT KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,792,627,79.17%,18 Jan 2022,16,,,ON AIR,716,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,165,16,"-7.228266, 107.890697"
JABAR-MINI.POP.PANYINGKIRAN-HW.MA5801-OLT-01,TK2_RJBB_KAB. PANGANDARAN_PANYINGKIRAN,TASIKMALAYA,KAB. CIAMIS,KEC. CIAMIS,PANYINGKIRAN,UP3 TASIKMALAYA,ULP CIAMIS,TK 2,INDOOR,HUAWEI,MINI,512,0,592,323,54.56%,16 Jan 2022,16,,,ON AIR,718,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,269,16,"-7.32601, 108.31621"
JABAR-MINI.POP.SURYA.CIGADUNG-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUBANG_PERUM SURYA CIGADUNG,BANDUNG,KAB. SUBANG,KEC. SUBANG,CIGADUNG,UP3 PURWAKARTA,ULP SUBANG,TK 2,INDOOR,HUAWEI,MINI,512,0,576,388,67.36%,12 Jan 2022,16,,,ON AIR,722,EXISTING CLUSTER,>2 TAHUN,TUR>50%,188,16,"-6.560253, 107.754411"
JABAR-MINI.POP.MALEBER-HW.MA5801-OLT-01,TK2_RJBB_KAB. PANGANDARAN_MALEBER,TASIKMALAYA,KAB. CIAMIS,KEC. CIAMIS,MALEBER,UP3 TASIKMALAYA,ULP CIAMIS,TK 2,INDOOR,HUAWEI,MINI,512,0,672,480,71.43%,15 Jan 2022,16,,,ON AIR,719,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,192,16,"-7.32462, 108.34748"
JABAR-MINI.POP.KALIWUNGU-HW.MA5801-OLT-01,TK2_RJBB_KAB. CIREBON_KALIWUNGU,CIREBON,KAB. CIREBON,KEC. PLERED,KALIWULU,UP3 CIREBON,ULP SUMBER,TK 2,INDOOR,HUAWEI,MINI,512,0,664,472,71.08%,16 Jan 2022,16,,,ON AIR,718,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,192,16,"-6.69403, 108.50234"
JABAR-MINI.POP.RAJAPOLAH-HW.MA5801-OLT-01,TK2_RJBB_KAB. TASIKMALAYA_RAJAPOLAH,TASIKMALAYA,KAB. TASIKMALAYA,KEC. RAJAPOLAH,MANGGUNGSARI,UP3 TASIKMALAYA,ULP RAJAPOLAH,TK 2,INDOOR,HUAWEI,MINI,512,0,672,464,69.05%,18 Jan 2022,16,,,ON AIR,716,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,208,16,"-7.206813, 108.187463"
JABAR-MINI.POP.GRAHA.SBG.KENCANA-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUBANG_GRAHA SUBANG KENCANA 1,BANDUNG,KAB. SUBANG,KEC. SUBANG,CIGADUNG,UP3 PURWAKARTA,ULP SUBANG,TK 2,INDOOR,HUAWEI,MINI,512,0,648,418,64.51%,19 Jan 2022,16,,,ON AIR,715,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,230,16,"-6.566061, 107.748250"
JABAR-MINI.POP.KARANGPAWITAN-HW.MA5801-OLT-01,TK2_RJBB_KAB. GARUT_KARANGPAWITAN,TASIKMALAYA,KAB. GARUT,KEC. KARANGPAWITAN,TANJUNGSARI,UP3 GARUT,ULP GARUT KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,968,761,78.62%,20 Jan 2022,16,,,ON AIR,714,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,207,16,"-7.220587, 107.938091"
JABAR-KEC.CIMANGGUNG-RC-OLT-01,SI_RJBB_SUMEDANG_CIMANGGUNG SUMEDANG,CIREBON,KAB. SUMEDANG,KEC. TANJUNGSARI,CIMANGGUNG,UP3 SUMEDANG,ULP TANJUNGSARI,SI,OUTDOOR,RAISECOM,MIKRO,256,0,408,335,82.11%,17 Jun 2022,8,,,ON AIR,566,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,73,8,"-6.9604228, 107.8263363"
JABAR-DS.SUKAMULYA-RC-OLT-01,SI_RJBB_PURWAKARTA_SUKAMULYA PURWAKARTA,BANDUNG,KAB. PURWAKARTA,KEC. CIKEMBAR,PASANGGRAHAN,UP3 PURWAKARTA,ULP PLERED,SI,OUTDOOR,RAISECOM,MIKRO,256,0,376,296,78.72%,18 Jan 2022,8,,,ON AIR,716,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,80,8,"-6.718447, 107.52464"
JABAR-MINI.POP.GITET.TASIKMALAYA-HW.MA5801-OLT-01,TK2_RJBB_KAB. TASIKMALAYA_GITET TASIKMALAYA,TASIKMALAYA,KOTA TASIKMALAYA,KEC. TAMANSARI,TAMANJAYA,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,568,348,61.27%,20 Jan 2022,16,,,ON AIR,714,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,220,16,"-7.396613, 108.236915"
JABAR-MINI.POP.DESA.LOJI-HUAWEI.MA5801-OLT-01,TK2_RJBB_KAB. SUKABUMI_LOJI SUKABUMI,BANDUNG,KAB. SUKABUMI,KEC. SIMPENAN,LOJI,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 2,INDOOR,HUAWEI,MINI,512,0,888,1061,119.48%,18 Dec 2021,16,,,ON AIR,747,EXISTING CLUSTER,>2 TAHUN,TUR>50%,-173,16,"-7.035499, 106.563519"
JABAR-DS.KERTAMUKTI-RC-OLT-01,SI_RJBB_PURWAKARTA_KERTAMUKTI,BANDUNG,KAB. PURWAKARTA,KEC. CIBITUNG,KERTAMUKTI,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,SI,OUTDOOR,HUAWEI,MINI,256,0,408,350,85.78%,17 Jan 2022,8,,,ON AIR,717,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,58,8,"-6.224465, 107.109934"
JABAR-MINI.POP.PASEH-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUMEDANG_PASEH SUMEDANG,CIREBON,KAB. SUMEDANG,KEC. SUMEDANG UTARA,PASEH KALER,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,696,531,76.29%,17 Jan 2022,16,,,ON AIR,717,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,165,16,"-6.79345, 107.99918"
JABAR-MINI.POP.REGOL.WETAN-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUMEDANG_REGOL WETAN,CIREBON,KAB. SUMEDANG,KEC. SUMEDANG SELATAN,SUKAJAYA,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,712,600,84.27%,17 Jan 2022,16,,,ON AIR,717,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,112,16,"-6.87159, 107.91769"
JABAR-MINI.POP.KAWALI-HW.MA5801-OLT-01,TK2_RJBB_KAB. CIAMIS_KAWALI CIAMIS,TASIKMALAYA,KAB. CIAMIS,KEC. KAWALI,KAWALI,UP3 TASIKMALAYA,ULP CIAMIS,TK 2,INDOOR,HUAWEI,MINI,512,0,704,505,71.73%,17 Jan 2022,16,,,ON AIR,717,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,199,16,"-7.18455, 108.36992"
JABAR-MINI.POP.G.NUGRATAMA-HW.MA5801-OLT-01,TK2_RJBB_KAB. CIANJUR_GRIYA NUGRATAMA,BANDUNG,KAB. CIANJUR,KEC. CILAKU,SIRNAGALIH,UP3 CIANJUR,ULP CIANJUR KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,624,362,58.01%,17 Jan 2022,16,,,ON AIR,717,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,262,16,"-6.846831, 107.124109"
JABAR-WADO-RC-OLT-01,SI_RJBB_SUMEDANG_WADO SUMEDANG,CIREBON,KAB. SUMEDANG,KEC. WADO,CILENGKRANG,UP3 SUMEDANG,ULP SUMEDANG KOTA,SI,OUTDOOR,RAISECOM,MIKRO,256,0,240,214,89.17%,17 Jan 2022,8,,,ON AIR,717,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,26,8,"-7.0095280, 108.0984001"
JABAR-MINI.POP.CONGGEANG-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUMEDANG_CONGGEANG,CIREBON,KAB. SUMEDANG,KEC. CONGGEANG,KARANGLAYUNG,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,576,346,60.07%,2 Feb 2022,16,,,ON AIR,701,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,230,16,"-6.72142, 108.00472"
JABAR-MINI.POP.PAMEUNGPEUK-HW.MA5801-OLT-01,TK2_RJBB_KAB. GARUT_PAMENGPEUK,TASIKMALAYA,KAB. GARUT,KEC. PAMEUNGPEUK,JATIMULYA,UP3 GARUT,ULP PAMEUNGPEUK,TK 2,INDOOR,HUAWEI,MINI,512,0,720,572,79.44%,25 Jan 2022,16,,,ON AIR,709,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,148,16,"-7.643874, 107.717264"
JABAR-MINI.POP.BOJONG.CJR-HW.MA5801-OLT-01,TK2_RJBB_KAB. CIANJUR_BOJONG,BANDUNG,KAB. CIANJUR,KEC. CILAKU,HEGARMANAH,UP3 CIANJUR,ULP CIANJUR KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,928,707,76.19%,1 Feb 2022,16,,,ON AIR,702,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,221,16,"-6.8077012, 107.1699743"
JABAR-MINI.POP.MEGA.MUTIARA-HW.MA5801-OLT-01,TK2_RJBB_KAB. TASIKMALAYA_MEGA MUTIARA,TASIKMALAYA,KOTA TASIKMALAYA,KEC. BUNGURSARI,CIBUNIGEULIS,UP3 TASIKMALAYA,ULP TASIKMALAYA KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,816,633,77.57%,15 Feb 2022,16,,,ON AIR,688,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,183,16,"-7.321574, 108.170701"
JABAR-MINI.POP.CENGKONG.ASRI-HW.MA5801-OLT-01,TK2_RJBB_KAB. KARAWANG_CENGKONG,BANDUNG,KAB. KARAWANG,KEC. PURWASARI,CENGKONG,UP3 KARAWANG,ULP KOSAMBI,TK 2,INDOOR,HUAWEI,MINI,512,0,592,287,48.48%,1 Feb 2022,16,,,ON AIR,702,EXISTING CLUSTER,1-2 TAHUN,TUR <50%,305,16,"-6.361694, 107.392167"
JABAR-MINI.POP.SUKAHAJI-HW.MA5801-OLT-01,TK2_RJBB_KAB. CIAMIS_SUKAHAJI,TASIKMALAYA,KAB. CIAMIS,KEC. CIHAURBEUTI,SUKAHAJI,UP3 TASIKMALAYA,ULP CIAMIS,TK 2,INDOOR,HUAWEI,MINI,512,0,704,495,70.31%,15 Feb 2022,16,,,ON AIR,688,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,209,16,"-7.266622, 108.198608"
JABAR-MINI.POP.PERUM.BENTENG-HW.MA5801-OLT-01,TK2_RJBB_KAB. PURWAKARTA_PERUM BENTENG,BANDUNG,KAB. PURWAKARTA,KEC. CAMPAKA,BENTENG,UP3 PURWAKARTA,ULP PURWAKARTA KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,656,515,78.51%,20 Feb 2022,16,,,ON AIR,683,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,141,16,"-6.517194, 107.49375"
JABAR-DS.PASIRANGIN-RC-OLT-01,SI_RJBB_PURWAKARTA_PASIR ANGIN,BANDUNG,KAB. PURWAKARTA,KEC. DARANGDAN,PASIRANGIN,UP3 PURWAKARTA,ULP PLERED,SI,OUTDOOR,RAISECOM,MIKRO,256,0,280,131,46.79%,9 Feb 2022,8,,,ON AIR,694,EXISTING CLUSTER,1-2 TAHUN,TUR <50%,149,8,"-6.733548, 107.49565"
JABAR-MINI.POP.BANYURESMI-HW.MA5801-OLT-01,TK2_RJBB_KAB. GARUT_BANYURESMI,TASIKMALAYA,KAB. GARUT,KEC. BANYURESMI,CIPICUNG,UP3 GARUT,ULP LELES,TK 2,INDOOR,HUAWEI,MINI,512,0,808,635,78.59%,20 Feb 2022,16,,,ON AIR,683,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,173,16,"-7.175128, 107.948951"
JABAR-MINI.POP.PERUM.ALMAS-HW.MA5801-OLT-01,TK2_RJBB_KAB. BANDUNG_PERUM ALMAS,BANDUNG,KAB. BANDUNG,KEC. KATAPANG,SUKAMUKTI,UP3 MAJALAYA,ULP SOREANG,TK 2,INDOOR,HUAWEI,MINI,512,0,616,425,68.99%,24 Feb 2022,16,172.28.106.66/29,JABAR-SHELTER.ACC.CIGERELENG-ASR920.12-UPE-02,ON AIR,679,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,191,16,"-6.993546, 107.585807"
JABAR-MINI.POP.PANJALU-HW.MA5801-OLT-01,TK2_RJBB_KAB. CIAMIS_PANJALU,TASIKMALAYA,KAB. CIAMIS,KEC. PANUMBANGAN,PANJALU,UP3 TASIKMALAYA,ULP RAJAPOLAH,TK 2,INDOOR,HUAWEI,MINI,512,0,488,116,23.77%,1 Feb 2022,16,172.28.102.197/27,JABAR-ODC.KP.PANJALU-ASR920-UPE-01,ON AIR,702,EXISTING CLUSTER,1-2 TAHUN,TUR <50%,372,16,"-7.13291, 108.26824"
JABAR-BUANA.SUBANG.RAYA-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUBANG_BUANA SUBANG RAYA,BANDUNG,KAB. SUBANG,KEC. SUBANG,WANAREJA,UP3 PURWAKARTA,ULP SUBANG,TK 2,INDOOR,HUAWEI,MINI,512,0,616,370,60.06%,25 Feb 2022,16,172.28.103.138/29,JABAR-ODC.ULP.SUBANG-ASR920-UPE-01,ON AIR,678,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,246,16,"-6.573183, 107.790553"
JABAR-SUKAMAJU-RC-OLT-01,SI_RJBB_SUMEDANG_SUKAMAJU RANCAKALONG,CIREBON,KAB. SUMEDANG,KEC. RANCAKALONG,SUKAMAJU,UP3 SUMEDANG,ULP SUMEDANG KOTA,SI,OUTDOOR,RAISECOM,MIKRO,256,0,408,293,71.81%,24 Feb 2022,8,,,ON AIR,679,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,115,8,"-6.821853,107.877849"
JABAR-MINI.POP.CIMALAKA-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUMEDANG_CIMALAKA,CIREBON,KAB. SUMEDANG,KEC. CIMALAKA,NYALINDUNG,UP3 SUMEDANG,ULP SUMEDANG KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,752,569,75.66%,22 Feb 2022,16,172.28.105.171/27,JABAR-ODC.UP3.SUMEDANG-ASR920.12SZ-UPE-01,ON AIR,681,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,183,16,"-6.79633, 107.93063"
JABAR-MINI.POP.PARIGI-HW.MA5801-OLT-01,TK2_RJBB_KAB. PANGANDARAN_PARIGI,TASIKMALAYA,KAB. PANGANDARAN,KEC. PARIGI,MARGACINTA,UP3 TASIKMALAYA,ULP PANGANDARAN,TK 2,INDOOR,HUAWEI,MINI,512,0,816,701,85.91%,1 Feb 2022,16,172.28.103.7/27,JABAR-SHELTER.GI.PANGANDARAN-ASR920-UPE-01,ON AIR,702,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,115,16,"-7.70765, 108.49043"
JABAR-MINI.POP.PANUMBANGAN-HW.MA5801-OLT-01,TK2_RJBB_KAB. PANGANDARAN_PANUMBANGAN,TASIKMALAYA,KAB. CIAMIS,KEC. PANUMBANGAN,TANJUNGMULYA,UP3 TASIKMALAYA,ULP RAJAPOLAH,TK 2,INDOOR,HUAWEI,MINI,512,0,552,340,61.59%,22 Feb 2022,16,172.28.102.200/27,JABAR-ODC.KP.PANJALU-ASR920-UPE-01,ON AIR,681,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,212,16,"-7.15474, 108.205547"
JABAR-MINI.POP.SUDAJAYA.GIRANG-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUKABUMI_SUDAJAYA GIRANG,BANDUNG,KAB. SUKABUMI,KEC. SUKABUMI,KARAWANG,UP3 SUKABUMI,ULP SUKABUMI KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,624,371,59.46%,22 Feb 2022,16,172.28.97.20/27,JABAR-APJ.SUKABUMI-ASR920-UPE-01,ON AIR,681,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,253,16,"-6.87949, 106.947475"
JABAR-MINI.POP.SUKARAJA.KULON-HW.MA5801-OLT-01,TK2_RJBB_KAB. MAJALENGKA_SUKARAJA,CIREBON,KAB. MAJALENGKA,KEC. JATIWANGI,SUKARAJA KULON,UP3 SUMEDANG,ULP JATIWANGI,TK 2,INDOOR,HUAWEI,MINI,512,0,632,382,60.44%,22 Feb 2022,16,172.28.106.74/29,JABAR-SHELTER.KADIPATEN-ASR920-UPE-03,ON AIR,681,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,250,16,"-6.78763, 108.27037"
JABAR-MINI.POP.SURADE-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUKABUMI_SURADE,BANDUNG,KAB. SUKABUMI,KEC. SURADE,SWAKARYA,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 2,INDOOR,HUAWEI,MINI,512,0,552,291,52.72%,22 Feb 2022,16,172.28.106.133/27,JABAR-SHELTER.GI.PELABUHAN.RATU-ASR920-UPE-01,ON AIR,681,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,261,16,"-7.341713, 106.565581"
JABAR-LMHABANG.CRBN-RC-OLT-01,SI_RJBB_CIREBON_LEMAH ABANG,CIREBON,KAB. CIREBON,KEC. LEMAHABANG,ASEM,UP3 CIREBON,ULP CILEDUG,SI,INDOOR,RAISECOM,MIKRO,256,0,144,92,63.89%,8 Mar 2022,8,,,ON AIR,667,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,52,8,"-6.84733, 108.6096"
JABAR-MINI.POP.WARNASARI-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUKABUMI_WARNASARI,BANDUNG,KAB. SUKABUMI,KEC. SUKABUMI,WARNASARI,UP3 SUKABUMI,ULP SUKABUMI KOTA,TK 2,INDOOR,HUAWEI,MINI,512,0,768,696,90.63%,18 Mar 2022,16,172.28.97.22/27,JABAR-APJ.SUKABUMI-ASR920-UPE-01,ON AIR,657,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,72,16,"-6.903292, 106.937807"
JABAR-MINI.POP.CIKAKAK-HW.MA5801-OLT-01,TK2_RJBB_KAB. SUKABUMI_CIKAKAK,BANDUNG,KAB. SUKABUMI,KEC. CIKAKAK,CIKAKAK,UP3 SUKABUMI,ULP PELABUHAN RATU,TK 2,INDOOR,HUAWEI,MINI,512,0,784,641,81.76%,7 Mar 2022,16,172.28.106.230/30,JABAR-MINI.POP.CIKAKAK-ASR920-UPE-01,ON AIR,668,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,143,16,"-6.955876, 106.500001"
JABAR-SANGRAWAYANG-RC-OLT-01,SI_RJBB_SUKABUMI_CIPEUNDEUY SUKABUMI,BANDUNG,KAB. SUKABUMI,KEC. SIMPENAN,LOJI,UP3 SUKABUMI,ULP PELABUHAN RATU,SI,OUTDOOR,RAISECOM,MIKRO,256,0,344,312,90.70%,1 Apr 2022,8,,JABAR-MINIPOP.ODC.DESA.LOJI-ASR920-UPE-01,ON AIR,643,EXISTING CLUSTER,1-2 TAHUN,TUR>50%,32,8,"-7.050971, 106.545389"
